Artist	Title	Label	Number	Matrix	Year	link_MP3
http://www.jazz-on-line.com/a/mp3r/RiColA2086.mp3	Anna Chandler	The Dance Of The Nations' Ragtime Ball	Columbia	A2086		1916	
http://www.jazz-on-line.com/a/mp3w/1947_314.mp3	Phil Harris	The Dark Town Poker Club	RCA Victor	2471		1947	
http://www.jazz-on-line.com/a/mp3c/COLW143708-2.mp3	Ted Lewis & His Band	The Darktown Strutter's Ball	COLUMBIA	1084 D	W143708-2	1927	
http://www.jazz-on-line.com/a/mp3h/DH480910.mp3	Ray Anthony And His Orchestra	The Darktown Strutters' Ball	CAPITOL	979	3738-1D-2	1950	
http://www.jazz-on-line.com/a/mp3w/1918_029.mp3	Lewis James	The Daughter Of Rosie O'grady	Columbia	2561		1918	
http://www.jazz-on-line.com/a/mp3c/DECL3308.mp3	Bing Crosby	The Day After Forever	DECCA	18580	L3308	1944	
http://www.jazz-on-line.com/a/mp3c/VIC98390.mp3	Tommy Dorsey & His Clambake 7	The Day I Let You Get Away	VICTOR	25220	98390	1935	
http://www.jazz-on-line.com/a/mp3l/DEC60433-A.mp3	Isham Jones And His Orchestra	The Day I Let You Get Away - Vocal Woody Herman	Decca	713	60433-A	1936	
http://www.jazz-on-line.com/a/mp3c/MER5685b.mp3	Frankie Laine	The Day Isn't Long Enough	MERCURY	5685			
http://www.jazz-on-line.com/a/mp3c/BLU037699.mp3	Glenn Miller And His Orchestra	The Day We Meet Again (vre)	BLUEBIRD	10344	037699	1939	
http://www.jazz-on-line.com/a/mp3a/COLW265143.mp3	Coleman Hawkins	The Day You Came Along	COLUMBIA	-R	W265143	1933	
http://www.jazz-on-line.com/a/mp3e/CONLA2-A.mp3	Bing Crosby	The Day You Came Along	CONQUEROR	8368	LA2-A	1933	
http://www.jazz-on-line.com/a/mp3b/CONLA2-A.mp3	Bing Crosby	The Day You Came Along	Test		LA2-A	1933	
http://www.jazz-on-line.com/a/mp3a/SAVSLA502-1.mp3	Big Jay Mcneeley Bluejays	The Deacon's Hop	SAVOY	685A	SLA502-1	1948	
http://www.jazz-on-line.com/a/mp3c/OKe402508.mp3	Frank Hutchinson	The Deal	OKeh	45570	402508	1929	
http://www.jazz-on-line.com/a/mp3w/1926_021.mp3	Vernon Dalhart	The Death Of Floyd Collins	VICTOR	19779	33374-2	1926	
http://www.jazz-on-line.com/a/mp3b/Lee1925_1100_02.mp3	Lee Morse	The Deep Wide Ocean Blues	Pathe	25168B		1925	
http://www.jazz-on-line.com/a/mp3a/PER15167.mp3	Sam Lanin And His Orch	The Desert Song	Perfect	15167			
http://www.jazz-on-line.com/a/mp3w/1927_241.mp3	Nat Shilkret And The Victor Orchestra	The Desert Song	VICTOR	20512		1927	
http://www.jazz-on-line.com/a/mp3a/COLCCO4858.mp3	Bob Wills Texas Playboys	The Devil Ain't Lazy	COLUMBIA	20458	CCO4858	1947	
http://www.jazz-on-line.com/a/mp3b/Joh182.mp3	London Radio Dance Band Dir. By Sid Firman	The Devil Is Afraid Of Music	Columbia	4669	WA-6458-1	1927	
http://www.jazz-on-line.com/a/mp3c/VIC028951.mp3	Larry Clinton & His Orchestra	The Devil With The Devil	VICTOR	26108	028951	1938	
http://www.jazz-on-line.com/a/mp3w/1938_256.mp3	Larry Clinton And His Orchestra Feat. Ford Leary	The Devil With The Devil	VICTOR	26108	028951	1938	
http://www.jazz-on-line.com/a/mp3c/KINK8263-X1.mp3	Hot Lips Page	The Devil's Kiss	KING	15198	K8263-X1		
http://www.jazz-on-line.com/a/mp3w/1948_162.mp3	Larry Clinton And His Orchestra Feat. V/helen Lee And Dipsy Doodlers	The Dickey-bird Song	DECCA	24301	74201	1948	
http://www.jazz-on-line.com/a/mp3e/Vic49767-2.mp3	Duke Ellington And His Cotton Club Orchestra	The Dicty Glide	Victor	V-38053	49767-2	1929	
http://www.jazz-on-line.com/a/mp3b/Vic40095-2.mp3	Thomas Waller With Morris's Not Babies	The Digah's Stomp	Victor	21358	40095-2	1927	
http://www.jazz-on-line.com/a/mp3a/VIC014684-1.mp3	Tommy Dorsey And His Orch V Edythe Wright	The Dipsy Doodle	VICTOR	25693A	014684-1	1937	
http://www.jazz-on-line.com/a/mp3r/RiVic25693.mp3	Tommy Dorsey & His Orchestra	The Dipsy Doodle	Victor	25693		1937	
http://www.jazz-on-line.com/a/mp3w/1937_003.mp3	Tommy Dorsey And His Orchestra Feat. Edythe Wright	The Dipsy Doodle	VICTOR	25693A	014684-1	1937	
http://www.jazz-on-line.com/a/mp3w/1943_158.mp3	Tommy Dorsey And His Orchestra	The Dipsy Doodle	VICTOR	25693A	014684-1	1943	
http://www.jazz-on-line.com/a/mp3o/DEC68152-A.mp3	Sam Price's Texas Blusicians	The Dirty Dozens	DECCA	7811A	68152-A	1940	
http://www.jazz-on-line.com/a/mp3e/DEC64732-A.mp3	Count Basie And His Rhythm	The Dirty Dozens	DECCA	2498A	64732-A	1938	
http://www.jazz-on-line.com/a/mp3o/DEC39563.mp3	Bob Crosby And His Orchestra	The Dixieland Band	DECCA	479A	39563	1935	
http://www.jazz-on-line.com/a/mp3w/1935_133.mp3	Benny Goodman And His Orchestra Feat. Helen Ward	The Dixieland Band	COLUMBIA	3033		1935	
http://www.jazz-on-line.com/a/mp3w/1935_167.mp3	Benny Goodman And His Orchestra Feat. Helen Ward	The Dixieland Band	VICTOR	25009	89519	1935	
http://www.jazz-on-line.com/a/mp3c/VIC38134.mp3	Nat Shilkret & Victor Orch	The Doll Dance	VICTOR	20503A	38134	1927	
http://www.jazz-on-line.com/a/mp3w/1927_066.mp3	Nat Shilkret And The Victor Orchestra	The Doll Dance	VICTOR	20503A	38134	1927	
http://www.jazz-on-line.com/a/mp3w/1927_148.mp3	Earl Burtnett And His Los Angeles Biltmore Hotel Orchestra	The Doll Dance	COLUMBIA	934		1927	
http://www.jazz-on-line.com/a/mp3a/TTL101x.mp3	Anonymous	The Doll's Tea Party	ttle John Records	101			
http://www.jazz-on-line.com/a/mp3c/BLU031824.mp3	Artie Shaw And His Orchestra	The Donkey Serenade	BLUEBIRD	10125	031824-1	1939	
http://www.jazz-on-line.com/a/mp3w/1955_108b.mp3	Don Cornell	The Door Is Still Open To My Heart	Coral	61393		1955	
http://www.jazz-on-line.com/a/mp3c/ASC551TD.mp3	James P Johnson	The Dream	ASCH	551			
http://www.jazz-on-line.com/a/mp3t/TS480523.mp3	Art Blakey And Benny Golson: Jazz Messengers	The Drum Thunder (miniature) Suite	Blue Note	BLP 4003		1958	Art Blakey, D, Benny Golson, Ts, Lee MOrgan, T, Bobbie Timmons, P, Jymie Merritt, B
http://www.jazz-on-line.com/a/mp3w/1934_082.mp3	Rudy Vallee And His Connecticut Yankees	The Drunkard Song (there Is A Tavern In The Town)	VICTOR	24721		1934	
http://www.jazz-on-line.com/a/mp3t/TS480784.mp3	Jay Mcshann & His Orch.	The Duke And The Brute	Mercury	8283	4619-2	1951	Orville Minor (tp), Clifford Jenkins (as, ts), Ben Webster, Fats Dennis (ts), Jay McShann (p), Gene Griddins (g), Lloyd Anderson (sb), Cooky Jackson (dm)
http://www.jazz-on-line.com/a/mp3a/BLU068402.mp3	Earl Hines And His Orch	The Earl	BLUEBIRD	11432	068402	1941	
http://www.jazz-on-line.com/a/mp3e/Blu068402-1.mp3	Earl Hines And His Orchestra	The Earl	Bluebird	B-11432	068402-1	1941	acc. George Dixon (tp,as) Gerald Valentine (tb) Robert Crowder (ts,arr), Nat Atkins, Mel Powell (arr) Tommy Enoch, Joe McLewis, George Hunt, Leroy Harris, Scoops Carey (as,cl) Willie Randall, Budd Johnson, Franz Jackson (ts) Earl Hines (p) Hurley Ra
http://www.jazz-on-line.com/a/mp3b/Blu068402-1.mp3	Earl Hines And His Orchestra	The Earl (mp Arr)	Bluebird	B-11432	068402-1	1941	
http://www.jazz-on-line.com/a/mp3a/BLU038294-1.mp3	Bud Freeman Summa Cum Laude Or	The Eel	BLUEBIRD	10386	038294-1	1939	
http://www.jazz-on-line.com/a/mp3a/SIG413.mp3	Larry Douglas W Ray Bloch 7	The Egg And I  (from The Egg And I)	SIGNATURE	15107B	413		
http://www.jazz-on-line.com/a/mp3c/COL30159TE.mp3	Hot Lips Page Orch	The Egg Or The Hen	COLUMBIA	30159		1949	
http://www.jazz-on-line.com/a/mp3b/COLCO45830.mp3	Duke Ellington	The Eighth Veil	COLUMBIA	39496	CO45830-1	1951	Cat Anderson, Nelson Williams, Harold "Shorty" Baker, Fats Ford (tp) Ray Nance (tp,vln,vcl) Quentin Jackson, Britt Woodman, Juan Tizol (tb) Jimmy Hamilton (cl,ts) Russell Procope (as,cl) Willie Smith (as) Paul Gonsalves (ts) Harry Carney (bar,cl,b-cl) Duke Ellington (p) Wendell Marshall (b) Louie Bellson (d)
http://www.jazz-on-line.com/a/mp3a/CAP2699.mp3	Bobby Sherwood And His Orchestra	The Elk's Parade	CAPITOL	107	2699		
http://www.jazz-on-line.com/a/mp3c/DEC67734.mp3	Woody Herman & His Orchestra	The End Of The Rainbow	DECCA	3231B	67734	1940	
http://www.jazz-on-line.com/a/mp3h/DH480911.mp3	Conway's Band; Patrick Conway, Cond.	The Evolution Of Dixie	VICTOR	35600-A	C-18122	1916	
http://www.jazz-on-line.com/a/mp3w/1940_279.mp3	Benny Goodman And His Orchestra Feat. V/helen Forrest	The Fable Of The Rose	Columbia	35391		1940	
http://www.jazz-on-line.com/a/mp3a/VIC048129.mp3	Tommy Dorsey And His Orch	The Fable Of The Rose (vfs)	VICTOR	26555	048129	1940	
http://www.jazz-on-line.com/a/mp3w/1956_293.mp3	Ted Heath And His Music	The Faithful Hussar	London	1675		1956	
http://www.jazz-on-line.com/a/mp3c/BLU047639.mp3	Byron Parker Mountaineers	The Family Circle	BLUEBIRD	8476	047639	1940	
http://www.jazz-on-line.com/a/mp3r/RiBLU8476.mp3	Byron Parker Mountaineers	The Family Circle	BLUEBIRD	8476	047639	1940	
http://www.jazz-on-line.com/a/mp3c/BLU070335.mp3	Earl Hines & His Orch	The Father Jumps	BLUEBIRD	11535	070335	1941	
http://www.jazz-on-line.com/a/mp3b/Blu070335-1.mp3	Earl Hines And His Orchestra	The Father Jumps	Bluebird	B-11535	070335-1	1941	
http://www.jazz-on-line.com/a/mp3e/Blu070335-1.mp3	Earl Hines And His Orchestra	The Father Jumps	Bluebird	B-11535	070335-1	1941	acc. George Dixon (tp,as) Harry ''Pee Wee'' Jackson, Tommy Enoch, Nat Atkins (tb) Joe McLewis, George Hunt, Leroy Harris, Scoops Carey (as,cl) Willie Randall, Budd Johnson, Franz Jackson (ts) Earl Hines (p) Hurley Ramey (g) Truck Parham (b) Rudolph
http://www.jazz-on-line.com/a/mp3c/BLU005TFG.mp3	Earl Hines	The Father's Getaway	BLUENOTE	BN005			
http://www.jazz-on-line.com/a/mp3b/VocWM-1070-A.mp3	Benny Carter And His Orchestra	The Favor Of A Fool	Vocalion	5294	WM-1070-A	1939	
http://www.jazz-on-line.com/a/mp3e/VIC89093.mp3	Alma Gluck And E.zimbalist	The Fiddle And I	VICTOR	89093		1915	
http://www.jazz-on-line.com/a/mp3w/1915_045.mp3	Alma Gluck	The Fiddle And I	VICTOR	88539		1915	
http://www.jazz-on-line.com/a/mp3d/CenEG-182-A.mp3	Erroll Garner	The Fighting Cocks	Century	1503	EG-182-A	1944	
http://www.jazz-on-line.com/a/mp3w/1925_105.mp3	Philadelphia Orchestra (leopold Stokowski, Conductor)	The Fire Bird, Parts 1 & 2	Victor	6492		1925	
http://www.jazz-on-line.com/a/mp3t/TS480488.mp3	Art Blakey And Benny Golson: Jazz Messengers	The First Theme	RCA	430043		1958	Art Blakey, D, Benny Golson, Ts, Lee Morgan, T,: Jymie Merritt, B, Bobby Timmons, P
http://www.jazz-on-line.com/a/mp3c/VIC010163.mp3	Bunny Berigan & His Orch	The First Time I Saw You	VICTOR	25593A	010163	1937	
http://www.jazz-on-line.com/a/mp3w/1937_124.mp3	Bunny Berigan And His Orchestra Feat. Ford Leary	The First Time I Saw You	VICTOR	25593A	010163	1937	
http://www.jazz-on-line.com/a/mp3/Joh155.mp3	Jay Wilber And His Band	The First Time I Saw You					
http://www.jazz-on-line.com/a/mp3d/Dec62345-A.mp3	Jimmie Lunceford And His Orchestra	The First Time I Saw You	Decca	1364	62345-A	1937	Jimmie Lunceford dir. Eddie Tompkins-Paul Webster/Sy Oliver-t-v-a/Elmer Crumbley- Russell Bowles-tb/Eddie Durharn tb-g-a/Willie Smith-cI-as-bar-v-a/Ed Brown as/Dan  Grissom-cl-as-v/Earl Carruthers-cl-as-bar/Joe Thomas-cl-ts/Edwin Wilc ox -p-cel-a/Al 
http://www.jazz-on-line.com/a/mp3b/Joh155.mp3	Jay Wilbur And His Band	The First Time I Saw You (v Sam Costa)	Rex	9164	R-2483-1-2	1937	
http://www.jazz-on-line.com/a/mp3b/VocWM-1131-A.mp3	The Quintones	The Five Little Quints	Vocalion	5409	WM-1131-A	1940	
http://www.jazz-on-line.com/a/mp3d/VocWM-1131-A.mp3	Benny Carter	The Five Little Quints	Vocalion	5409	WM-1131-A	1940	
http://www.jazz-on-line.com/a/mp3a/VOCDAL284.mp3	Hi-flyers	The Five Piece Band	VOCALION	3964	DAL284	1937	
http://www.jazz-on-line.com/a/mp3a/DEC17402B.mp3	Atilla The Hun	The Five Year Plan	DECCA	17402B			
http://www.jazz-on-line.com/a/mp3e/DEC64734-A.mp3	Count Basie And His Rhythm	The Fives	DECCA	2722B	64734-A	1938	
http://www.jazz-on-line.com/a/mp3w/1938_122.mp3	Benny Goodman And His Orchestra Feat. The Band	The Flat Foot Floogee	Victor	25871		1938	
http://www.jazz-on-line.com/a/mp3d/DECDR-2878-1.mp3	Django Reinhardt	The Flat Foot Floogie	DECCA	F-6776	DR-2878-1	1938	
http://www.jazz-on-line.com/a/mp3l/VIC55509-4.mp3	Coon Sanders Orchestra	The Flippety Flop	VICTOR	22089	55509-4	1929	
http://www.jazz-on-line.com/a/mp3c/CBS21937.mp3	Maxine Sullivan & Her Orch	The Folks Who Live On The Hill	CBS	VO3885	21937	1937	
http://www.jazz-on-line.com/a/mp3b/Voc21937-1.mp3	Maxine Sullivan (orchestra Under Direction Claude Thornhill)	The Folks Who Live On The Hill	Vocalion	3885	21937-1  	1937	
http://www.jazz-on-line.com/a/mp3d/DecDLA940-B.mp3	John Scott Trotter And His Orchestra	The Folks Who Live On The Hill	Decca		DLA940-B  	1937	
http://www.jazz-on-line.com/a/mp3d/DecDLA940-A.mp3	John Scott Trotter And His Orchestra	The Folks Who Live On The Hill	Decca		DLA940-A  	1937	
http://www.jazz-on-line.com/a/mp3w/1956_051.mp3	Sanford Clark	The Fool	Dot	15481		1956	
http://www.jazz-on-line.com/a/mp3w/1956_337.mp3	Gallahads	The Fool	Jubilee	5252		1956	
http://www.jazz-on-line.com/a/mp3w/1949_173.mp3	Guy Lombardo And His Royal Canadians	The Four Winds And The Seven Seas	Decca	24648	74829	1949	
http://www.jazz-on-line.com/a/mp3w/1949_146.mp3	Vic Damone Feat. Glenn Osser's Orchestra	The Four Winds And The Seven Seas	MERCURY	5271		1949	
http://www.jazz-on-line.com/a/mp3c/COLW150078-3.mp3	Columbia Photoplayers (selvin)	The Free And Easy	COLUMBIA	2149 D	W150078-3	1930	
http://www.jazz-on-line.com/a/mp3c/COL490051.mp3	Ed Lloyd & Ho (ben Selvin)	The Free And Easy	COLUMBIA	OD36060	490051	1930	
http://www.jazz-on-line.com/a/mp3c/DEC23496TFF.mp3	Ella Fitzgerald	The Frim Fram Sauce	DECCA	23496			
http://www.jazz-on-line.com/a/mp3w/1946_244.mp3	King Cole Trio	The Frim Fram Sauce	CAPITOL	224		1946	
http://www.jazz-on-line.com/a/mp3e/DECDLA1549.mp3	Bing Crosby - J S Trotter	The Funny Old Hills	DECCA	2201B	DLA1549	1938	
http://www.jazz-on-line.com/a/mp3r/RiVic18433.mp3	Billy Murray	The Further It Is From Tipperary	Victor	18433		1918	
http://www.jazz-on-line.com/a/mp3c/BLU033901.mp3	Charlie Barnet & His Orch	The Gal From Joe's	BLUEBIRD	10153	033901	1939	
http://www.jazz-on-line.com/a/mp3w/1938_365.mp3	Duke Ellington And His Famous Orchestra	The Gal From Joe's	BRUNSWICK	8108	M-753-1	1938	
http://www.jazz-on-line.com/a/mp3w/1954_180.mp3	Frank Sinatra	The Gal That Got Away	Capitol	2864		1954	
http://www.jazz-on-line.com/a/mp3w/1956_478.mp3	Four Aces Featuring Al Alberts	The Gal With The Yaller Shoes	Decca	29809	88549	1956	
http://www.jazz-on-line.com/a/mp3c/MUSGM509A.mp3	Leadbelly	The Gallis Pole	MUSICRAFT	227	GM509A	1939	
http://www.jazz-on-line.com/a/mp3c/CAP24-A.mp3	Paul Whiteman & His Orch	The General Jumped At Dawn	CAPITOL		24-A		
http://www.jazz-on-line.com/a/mp3w/1947_209.mp3	Jo Stafford	The Gentleman Is A Dope	Capitol	15007	2286	1947	
http://www.jazz-on-line.com/a/mp3c/DEC39962.mp3	Dorsey Brothers Orch.	The Gentleman Obviously Doesn't Believe	DECCA	561A	39962	1935	
http://www.jazz-on-line.com/a/mp3w/1935_243.mp3	Dorsey Brothers Orchestra Feat. V/kay Weber	The Gentlemen Obviously Doesn't Believe (in Love)	DECCA	561A	39962	1935	
http://www.jazz-on-line.com/a/mp3a/MGM51S6009.mp3	Louvin Brothers	The Get Acquainted Waltz (v)	MGM	11221B	51S6009		
http://www.jazz-on-line.com/a/mp3t/TS480641.mp3	Bob Howard & His Orch.	The Ghost Of Dinah	Decca	400	39387-A	1935	Bob Howard (vo), Benny Carter (tp, as), Ben Webster (ts), Teddy Wilson (p), Clarence Holiday (g), Elmer James (sb), Cozy Cole (dm)
http://www.jazz-on-line.com/a/mp3c/DEC39387.mp3	Bob Howard & His Orchestra	The Ghost Of Dinah (v B H)	DECCA	400A	39387	1935	
http://www.jazz-on-line.com/a/mp3w/1939_218.mp3	Cab Calloway And His Orchestra	The Ghost Of Smokey Joe	VOCALION	4807		1939	
http://www.jazz-on-line.com/a/mp3d/VocWM-1011-1.mp3	Cab Calloway And His Orchestra	The Ghost Of Smokey Joe	Vocalion	4807	WM-1011-1	1939	
http://www.jazz-on-line.com/a/mp3a/VIC20124-A.mp3	Frank Crumit	The Girl Friend	VICTOR	20124	35948-2	1926	
http://www.jazz-on-line.com/a/mp3c/VIC35336-4.mp3	George Olsen & His Music	The Girl Friend (vff-lm-bb)	VICTOR	20029A	35336-4	1926	
http://www.jazz-on-line.com/a/mp3e/V-D318B2.mp3	Kay Kyser And His Orchestra (sully Mason Voc.)	The Girl I Left Behind Me	V-DISC	318B2			
http://www.jazz-on-line.com/a/mp3c/VIC92920-1.mp3	Fats Waller And His Rhythm	The Girl I Left Behind Me	VICTOR	25116	92920-1	1935	
http://www.jazz-on-line.com/a/mp3c/COL140786.mp3	Charlie Poole N.c.ramblers	The Girl I Left In Sunny Tennessee	COLUMBIA	15043 D	140786	1925	
http://www.jazz-on-line.com/a/mp3a/VIC55581-1.mp3	Sleepy John Estes	The Girl I Love Got Long Curly Hair	VICTOR	38549	55581-1	1929	
http://www.jazz-on-line.com/a/mp3w/1956_263.mp3	Cliques	The Girl In My Dreams	Modern	987		1956	
http://www.jazz-on-line.com/a/mp3c/VIC053782.mp3	Duke Ellington & His Orch	The Girl In My Dreams Tries To Look Like You	VICTOR	27326	053782	1940	
http://www.jazz-on-line.com/a/mp3b/VIC74795-1.mp3	George Olsen & His Music	The Girl In The Little Green Hat (v F F)	VICTOR	24220A	74795-1	1933	
http://www.jazz-on-line.com/a/mp3t/TS480571.mp3	Ahmad Jamal Trio	The Girl Next Door	Argo	LP636	9030	1958	Ahmad Jamal, P, Israel Crosby, B, Vernell Fournier, D
http://www.jazz-on-line.com/a/mp3c/MAJCT919-5.mp3	Eddy Howard & His Orchestra	The Girl That I Marry	MAJESTIC	1083A	CT919-5	1946	
http://www.jazz-on-line.com/a/mp3w/1947_196.mp3	Eddy Howard And His Orchestra	The Girl That I Marry	MAJESTIC	1083A	CT919-5	1947	
http://www.jazz-on-line.com/a/mp3c/DECL3756.mp3	Kid Ory's Dixieland Band	The Girls Go Crazy About The Way I Walk	DECCA	25133	L3756	1945	
http://www.jazz-on-line.com/a/mp3a/MUS5419-2.mp3	Artie Shaw And His Orchestra	The Glider	MUSICRAFT	378	5419-2	1945	
http://www.jazz-on-line.com/a/mp3a/ALLRC1643-B.mp3	Five Keys	The Glory Of Love	ALLADDIN	3099	RC1643-B	1951	
http://www.jazz-on-line.com/a/mp3a/ARC19457.mp3	Cotton Billy	The Glory Of Love	ARC		19457	1936	
http://www.jazz-on-line.com/a/mp3c/BLU99975.mp3	Willie Bryant & His Orch	The Glory Of Love	BLUEBIRD	6374	99975	1936	
http://www.jazz-on-line.com/a/mp3o/DEC62080-A.mp3	Count Basie And His Orch	The Glory Of Love	DECCA	3708	62080-A	1937	
http://www.jazz-on-line.com/a/mp3w/1936_003.mp3	Benny Goodman And His Orchestra	The Glory Of Love	VICTOR	25316		1936	
http://www.jazz-on-line.com/a/mp3h/RCA20-1893-A.mp3	Spike Jones And His City Slickers; Red Ingle And Aileen Carlisle, Vocals	The Glow Worm	RCA VICTOR	20-1893-A		1947	
http://www.jazz-on-line.com/a/mp3h/DH480912.mp3	Victor Concert Orchestra; Rosario Bourdon, Cond.	The Glow Worm	VICTOR	35922-B	23776	1928	
http://www.jazz-on-line.com/a/mp3w/1908_007.mp3	Lucy Isabelle Marsh	The Glow-worm	Columbia	3791		1908	
http://www.jazz-on-line.com/a/mp3c/COLW152720.mp3	Benny Morton & His Orch	The Gold Digger's Song	COLUMBIA	2924	W152720	1934	
http://www.jazz-on-line.com/a/mp3b/BRUC579.mp3	Hal Kemp & His Orch	The Gold Digger's Song	BRUNSWICK	6582	C579	1933	
http://www.jazz-on-line.com/a/mp3a/COLW152393-3.mp3	Ted Lewis And His Orch	The Gold Diggers' Song	COLUMBIA	2775 D	W152393-3	1933	
http://www.jazz-on-line.com/a/mp3e/COLW152720-1.mp3	Benny Morton And His Orchestra	The Gold Diggers' Song	COLUMBIA	2924 D	W152720-1	1934	
http://www.jazz-on-line.com/a/mp3a/DEC17327A.mp3	The Tiger	The Gold In Africa	DECCA	17327A			
http://www.jazz-on-line.com/a/mp3b/Joh026.mp3	Jack Hyltons And His Orchestra	The Gold-diggers’ Song (we’re In The Money)	Decca	F-3672	GB-6061-2	1933	
http://www.jazz-on-line.com/a/mp3c/COLCO43263.mp3	Count Basie & His Orchestra	The Golden Bullet	COLUMBIA	38888	CO43263	1950	
http://www.jazz-on-line.com/a/mp3h/DAN478381.mp3	Frankie Carle And His Orchestra	The Golden Touch (samba)	RCA VICTOR			1956	
http://www.jazz-on-line.com/a/mp3c/DEC68328.mp3	Woody Herman & His Orchestra	The Golden Wedding	DECCA	3436B	68328	1940	
http://www.jazz-on-line.com/a/mp3w/1941_275.mp3	Woody Herman And His Orchestra	The Golden Wedding	DECCA	3436B	68328	1941	
http://www.jazz-on-line.com/a/mp3c/VIC03898.mp3	Tommy Dorsey & His Orch	The Gonna Goo	VICTOR	25508	03898	1937	
http://www.jazz-on-line.com/a/mp3b/BRU20560-2.mp3	Bunny Berigan's Boys	The Gonna Goo	BRUNSWICK	7832	20560-2	1937	
http://www.jazz-on-line.com/a/mp3w/1956_470.mp3	Kay Starr	The Good Book	RCA	6617		1956	
http://www.jazz-on-line.com/a/mp3c/DEC68920-A.mp3	Sam Price & Texas Blusicians	The Good Drag	DECCA	8547	68920-A	1941	
http://www.jazz-on-line.com/a/mp3w/1906_005.mp3	Byron G. Harlan	The Good Old U.s.a.	COLUMBIA	3463		1906	
http://www.jazz-on-line.com/a/mp3w/1914_021.mp3	Nora Bayes	The Good Ship Mary Ann	VICTOR	60113		1914	
http://www.jazz-on-line.com/a/mp3c/DEC61403.mp3	Woody Herman & His Orch	The Goose Hangs High	DECCA	1056	61403	1936	
http://www.jazz-on-line.com/a/mp3w/1926_090.mp3	Vernon Dalhart	The Governor's Pardon	OKeh	40608	74134-B	1926	
http://www.jazz-on-line.com/a/mp3a/DEC17363B.mp3	Atilla The Hun	The Governor's Resignation	DECCA	17363B			
http://www.jazz-on-line.com/a/mp3a/RCAD5VB32.mp3	Artie Shaw And His Gramercy Five	The Grabtown Grapple - Stomp	RCA	20-1647A	D5VB32	1945	
http://www.jazz-on-line.com/a/mp3w/1906_001.mp3	Billy Murray	The Grand Old Rag	MONARCH	V-4634	B3086-3	1906	
http://www.jazz-on-line.com/a/mp3c/COLW145468.mp3	Paul Specht's Georgians	The Grass Grows Greener	COLUMBIA	1273 D	W145468	1928	
http://www.jazz-on-line.com/a/mp3c/BAN5562-1-2.mp3	Fletcher Henderson Dance Orch	The Grass Is Always Greener	BANNER	1388	5562-1-2	1924	
http://www.jazz-on-line.com/a/mp3a/BAN13193-1.mp3	Art Kahn Orch (v.young)	The Grass Is Gettin' Greener All The Time (vcb)	BANNER	32731	13193-1		
http://www.jazz-on-line.com/a/mp3a/MERYB12071.mp3	The Platters	The Great Pretender	MERCURY	70753	YB12071		
http://www.jazz-on-line.com/a/mp3c/DEC83244.mp3	Ella Fitzgerald	The Greatest There Is	DECCA	28930	83244		
http://www.jazz-on-line.com/a/mp3w/1956_013.mp3	Jim Lowe	The Green Door	Dot	15486		1956	
http://www.jazz-on-line.com/a/mp3c/DECC93821.mp3	Louis Jordan & His Tympani 5	The Green Grass Grows All Around	DECCA	8605	C93821	1941	
http://www.jazz-on-line.com/a/mp3w/1935_118.mp3	Reginald Foresythe And His Orchestra	The Greener The Grass	Columbia	3060		1935	
http://www.jazz-on-line.com/a/mp3w/1911_039.mp3	American Quartet	The Grizzly Bear	Victor	16681		1911	
http://www.jazz-on-line.com/a/mp3c/BAN11767-1.mp3	Baron Lee & Blue Rhythm Band	The Growl	BANNER	32465	11767-1	1932	
http://www.jazz-on-line.com/a/mp3b/Ban11767-1.mp3	Mills Blue Rhythm Band	The Growl	Banner	32465	11767-1	1932	
http://www.jazz-on-line.com/a/mp3b/Blu80279-1.mp3	Mills Blue Rhythm Band	The Growl	Bluebird	B-5628	80279-1	1934	
http://www.jazz-on-line.com/a/mp3a/COLHCO1715.mp3	Dinah Shore	The Gypsy	COLUMBIA	36964	HCO1715	1946	
http://www.jazz-on-line.com/a/mp3a/DEC73387.mp3	Ink Spots	The Gypsy	DECCA	18817A	73387	1946	
http://www.jazz-on-line.com/a/mp3c/DEC85422.mp3	Louis Armstrong & Commanders	The Gypsy	DECCA	28995	85422	1953	
http://www.jazz-on-line.com/a/mp3w/1946_005.mp3	Dinah Shore	The Gypsy	COLUMBIA	36964	HCO1715	1946	
http://www.jazz-on-line.com/a/mp3w/1946_001.mp3	Ink Spots	The Gypsy	DECCA	18817A	73387	1946	
http://www.jazz-on-line.com/a/mp3r/RiColA1913t.mp3	Harry Mcclaskey	The Gypsy's Warning	Columbia	A1913		1916	
http://www.jazz-on-line.com/a/mp3w/1952_212.mp3	Eddie Fisher	The Hand Of Fate	RCA Victor	4830		1952	
http://www.jazz-on-line.com/a/mp3h/BLU014298HW2-6.mp3	Boots And His Buddies	The Happy	BLUEBIRD	7245	014298	1937	
http://www.jazz-on-line.com/a/mp3w/1954_332.mp3	Tommy Leonetti	The Happy Wanderer	Capitol	2788		1954	
http://www.jazz-on-line.com/a/mp3w/1956_043.mp3	Don Robertson	The Happy Whistler	Capitol	3391		1956	
http://www.jazz-on-line.com/a/mp3r/RiCol2.mp3	Baritone Solo	The Heart Bowed Down	Columbia	2		1901	
http://www.jazz-on-line.com/a/mp3c/ARC19134-1.mp3	Ramona & Piano	The Heart Is Quicker Than The Eye	ARC	LMS194	19134-1	1936	
