Artist	Title	Label	Number	Matrix	Year	link_MP3
http://www.jazz-on-line.com/a/mp3e/DECL3905.mp3	Bing Crosby	I Can't Believe That You're In Love With Me	DECCA	28963	L3905	1945	
http://www.jazz-on-line.com/a/mp3b/ComR2997.mp3	The Chocolate Dandies (with Benny Carter)	I Can't Believe That You're In Love With Me	Commodore	1506	R2997	1940	
http://www.jazz-on-line.com/a/mp3w/1953_218.mp3	Ames Brothers, The Feat. Hugo Winterhalter And His Orchestra	I Can't Believe That You're In Love With Me	RCA Victor	5530		1953	
http://www.jazz-on-line.com/a/mp3d/MGM51-S-157.mp3	Lionel Hampton And His Orchestra	I Can't Believe That You're In Love With Me	MGM	10979	51-S-157	1950	
http://www.jazz-on-line.com/a/mp3d/ParCE-8492-1.mp3	Valaida (queen Of The Trumpet) With Swing Accompaniment	I Can't Believe That You're In Love With Me 	Parlophone	F-923	CE-8492-1	1937	Valaida Snow t v acc. by Johnny Claes t, Derek Neville as bar, Reggie Dare ts, Gun Finlay p, Norman Brown g, Louis Barreiro b, Ken Stewart d
http://www.jazz-on-line.com/a/mp3d/Bru70417-A.mp3	Lionel Hampton Sextet	I Can't Believe That You're In Love With Me	Brunswick	87526	70417-A	1942	
http://www.jazz-on-line.com/a/mp3d/Voc24980-A.mp3	Count Basie And His Orchestra	I Can't Believe That You're In Love With Me	Vocalion	5036	24980-A  	1939	
http://www.jazz-on-line.com/a/mp3c/COM4726.mp3	Eddie Heywood	I Can't Believe You're In Love With Me	COMMODORE	577	4726	1944	
http://www.jazz-on-line.com/a/mp3c/VIC04950.mp3	Fats Waller And His Rhythm	I Can't Break The Habit Of You	VICTOR	25530	04950	1937	
http://www.jazz-on-line.com/a/mp3c/CBS20692.mp3	Miff Mole's Molers	I Can't Break The Habit Of You	CBS	VO3468	20692	1937	
http://www.jazz-on-line.com/a/mp3b/BLU99433-2.mp3	Tune Wranglers	I Can't Change It	BLUEBIRD	6365	99433-2	1936	
http://www.jazz-on-line.com/a/mp3b/DEC39521.mp3	Bob Howard & His Orchestra	I Can't Dance	DECCA	484B	39521	1935	
http://www.jazz-on-line.com/a/mp3d/ParCE-6802-1.mp3	Valaida (queen Of The Trumpet) With Billy Mason And His Orchestra	I Can't Dance (i Got Ants In My Pants)	Parlophone	F-1I8	CE-6802-1	1935	
http://www.jazz-on-line.com/a/mp3a/BRU15163.mp3	Claude Hopkins And His Orch	I Can't Dance, I've Got Ants In My Pants	BRUNSWICK	6891	15163	1934	
http://www.jazz-on-line.com/a/mp3c/DECDLA440-A.mp3	Bing Crosby & Jimmy Dorsey Or.	I Can't Escape From You	DECCA	871B	DLA440-A	1936	
http://www.jazz-on-line.com/a/mp3c/RCAD5VB1099.mp3	Artie Shaw And His Orchestra	I Can't Escape From You	RCA	20-1936	D5VB1099	1945	
http://www.jazz-on-line.com/a/mp3c/RCAD7VB0516.mp3	Erroll Garner	I Can't Escape From You	RCA	20-4723	D7VB0516	1947	
http://www.jazz-on-line.com/a/mp3c/VOC19580.mp3	Erskine Hawkins Bama St Coll.	I Can't Escape From You	VOCALION	3280	19580	1936	
http://www.jazz-on-line.com/a/mp3b/Dec61324-A.mp3	Jimmie Lunceford And His Orchestra	I Can't Escape From You	Decca	980	61324-A	1936	
http://www.jazz-on-line.com/a/mp3w/1936_091.mp3	Bing Crosby	I Can't Escape From You	DECCA	11009	DLA440-A	1936	
http://www.jazz-on-line.com/a/mp3b/Cap254-3.mp3	Benny Carter And His Orchestra	I Can't Escape From You	Capitol	40048	254-3	1944	
http://www.jazz-on-line.com/a/mp3b/Sav5880.mp3	Dexter Gordon Quintette	I Can't Escape From You	Savoy	595	5880	1946	
http://www.jazz-on-line.com/a/mp3d/RCAD7VB-0516.mp3	Erroll Garner	I Can't Escape From You   	RCA	20-4723	D7VB-0516	1947	
http://www.jazz-on-line.com/a/mp3d/Dec61324-A.mp3	Jimmie Lunceford And His Orchestra	I Can't Escape From You.mp3	Decca	980	61324-A	1936	
http://www.jazz-on-line.com/a/mp3c/VOC22565.mp3	Mildred Bailey & Her Orchestra	I Can't Face The Music	VOCALION	4016	22565	1938	
http://www.jazz-on-line.com/a/mp3b/Col151637-1.mp3	King Carter And His Royal Orchestra	I Can't Get Along Without My Baby ? V G M	Columbia	2638-D	151637-1	1931	
http://www.jazz-on-line.com/a/mp3h/VIC69610-1.mp3	Russell Wooding's Red Caps	I Can't Get Enough Of You	VICTOR	22718	69610-1	1931	
http://www.jazz-on-line.com/a/mp3a/VIC20119-A.mp3	Johnny Hamp's Kentucky Serenade	I Can't Get Over A Girl Lik	Victor	20119-A			
http://www.jazz-on-line.com/a/mp3e/VIC36056-2.mp3	Aileen Stanley	I Can't Get Over A Girl Like You	VICTOR	20148	36056-2	1926	
http://www.jazz-on-line.com/a/mp3a/RCA011675.mp3	Bunny Berigan And His Orch	I Can't Get Started	RCA	20-1500	011675	1937	
http://www.jazz-on-line.com/a/mp3a/VIC017197.mp3	Bunny Berigan And His Orch	I Can't Get Started	VICTOR	25728A	017197	1937	
http://www.jazz-on-line.com/a/mp3a/VIC011675-1.mp3	Bunny Berigan And His Orch	I Can't Get Started	VICTOR	36208	011675-1	1937	
http://www.jazz-on-line.com/a/mp3c/VIC366208.mp3	Bunny Berigan	I Can't Get Started	VICTOR	36208			
http://www.jazz-on-line.com/a/mp3c/COL23468.mp3	Billie Holiday	I Can't Get Started	COLUMBIA	37494	23468	1938	
http://www.jazz-on-line.com/a/mp3c/DIS2002.mp3	Lester Young & Jatp	I Can't Get Started	DISC	2002			
http://www.jazz-on-line.com/a/mp3c/KEYHL177.mp3	Lennie Tristano Trio	I Can't Get Started	KEYNOTE	647	HL177	1946	
http://www.jazz-on-line.com/a/mp3c/COL30147.mp3	Dizzy Gillespie	I Can't Get Started	COLUMBIA	30147		1948	
http://www.jazz-on-line.com/a/mp3c/DEC72297.mp3	Roy Eldridge & His Orchestra	I Can't Get Started	DECCA	24417	72297	1944	
http://www.jazz-on-line.com/a/mp3c/COLCO45108.mp3	Erroll Garner	I Can't Get Started	COLUMBIA	41231	CO45108	1951	
http://www.jazz-on-line.com/a/mp3c/DEC83246.mp3	Coleman Hawkins & His Orch	I Can't Get Started	DECCA	28386	83246	1952	
http://www.jazz-on-line.com/a/mp3b/MAJT1126.mp3	Cootie Williams & His Orch	I Can't Get Started	MAJESTIC	1136	T1126	1947	
http://www.jazz-on-line.com/a/mp3b/VIC043248-1.mp3	Lionel Hampton & His Orch	I Can't Get Started	VICTOR	26453	043248-1	1939	
http://www.jazz-on-line.com/a/mp3b/Cap256-3.mp3	Benny Carter And His Orchestra	I Can't Get Started	Capitol	48015	256-3	1944	
http://www.jazz-on-line.com/a/mp3w/1938_186alt.mp3	Bunny Berigan	I Can't Get Started	VICTOR	36208		1938	
http://www.jazz-on-line.com/a/mp3d/Vic043248-1.mp3	Lionel Hampton And His Orchestra	I Can't Get Started	Victor	26453	043248-1	1939	
http://www.jazz-on-line.com/a/mp3t/TS481771.mp3	Anita O'day	I Can't Get Started	Verve	MGV2000	2560-4	1955	acc. by Paul Smith (p), Barney Kessel (g), Joe Mondragon (sb), Alvin Stoller (dm), Corky Hale (harp), strings. Buddy Bregman (arr, dir)
http://www.jazz-on-line.com/a/mp3w/1938_186.mp3	Bunny Berigan And His Orchestra	I Can't Get Started (theme)	VICTOR	25728A	017197	1938	
http://www.jazz-on-line.com/a/mp3c/ARC18525-1.mp3	Hal Kemp & His Orch	I Can't Get Started (vskinnay Ennis)	ARC	BR7600	18525-1	1936	
http://www.jazz-on-line.com/a/mp3c/RCAD5VB1091.mp3	Artie Shaw And His Orchestra	I Can't Get Started With You	RCA	20-1934	D5VB1091	1945	
http://www.jazz-on-line.com/a/mp3c/MER164.mp3	Erroll Garner	I Can't Get Started With You	MERCURY	1003	164	1945	
http://www.jazz-on-line.com/a/mp3d/Ban5534-1.mp3	Fletcher Henderson And His Orchestra	I Can't Get The One I Want	Banner	1384	5534-1	1924	
http://www.jazz-on-line.com/a/mp3o/HAR660-Hx.mp3	Lou Gold And His Orch	I Can't Give You Anything B	Harmony	660-H			
http://www.jazz-on-line.com/a/mp3a/COLW146622-3.mp3	Ukulele Ike	I Can't Give You Anything But Love	COLUMBIA	1471 D	W146622-3	1928	
http://www.jazz-on-line.com/a/mp3a/MAJT1470.mp3	Rose Murphy	I Can't Give You Anything But Love	MAJESTIC	1204	T1470	1947	
http://www.jazz-on-line.com/a/mp3a/OKe401690-C.mp3	Louis Armstrong And His Orch	I Can't Give You Anything But Love	OKeh	41204	401690-C	1929	
http://www.jazz-on-line.com/a/mp3a/VIC09690-2.mp3	Benny Goodman And His Orchestra	I Can't Give You Anything But Love	VICTOR	25678	09690-2	1937	
http://www.jazz-on-line.com/a/mp3c/BLU48102-2.mp3	Duke Ellington & His Orch	I Can't Give You Anything But Love	BLUEBIRD	6280	48102-2	1928	
http://www.jazz-on-line.com/a/mp3c/BRU12782.mp3	Mills Bros	I Can't Give You Anything But Love	BRUNSWICK	6519	12782	1932	
http://www.jazz-on-line.com/a/mp3c/VIC95026-2.mp3	Ramona & Her Gang	I Can't Give You Anything But Love	VICTOR	25156	95026-2	1935	
http://www.jazz-on-line.com/a/mp3c/COLW146380-3.mp3	Ben Selvin & His Orch	I Can't Give You Anything But Love	COLUMBIA	1424 D	W146380-3	1928	
http://www.jazz-on-line.com/a/mp3c/VOCDAL253.mp3	Lee O'daniel Hillbilly Boys	I Can't Give You Anything But Love	VOCALION	3753	DAL253	1937	
http://www.jazz-on-line.com/a/mp3c/DIS1013.mp3	King Cole Quintet	I Can't Give You Anything But Love	DISC	2011	1013	1942	
http://www.jazz-on-line.com/a/mp3b/VIC49203-3.mp3	Gene Austin	I Can't Give You Anything But Love	VICTOR	21798	49203-3	1928	
http://www.jazz-on-line.com/a/mp3c/DEC27620ICG.mp3	Louis Jordan	I Can't Give You Anything But Love	DECCA	27620			
http://www.jazz-on-line.com/a/mp3c/ATL246.mp3	Erroll Garner Trio	I Can't Give You Anything But Love	ATLANTIC	666	246	1949	
http://www.jazz-on-line.com/a/mp3d/GraOLA-1058-1.mp3	Django Reinhardt	I Can't Give You Anything But Love	Gramophone	K-7706	OLA-1058-1	1936	
http://www.jazz-on-line.com/a/mp3d/SWIOSW-400-1.mp3	Django' Music	I Can't Give You Anything But Love	SWING	254	OSW-400-1	1944	
http://www.jazz-on-line.com/a/mp3w/1948_110.mp3	Rose Murphy	I Can't Give You Anything But Love	MAJESTIC	1204	T1470	1948	
http://www.jazz-on-line.com/a/mp3w/1929_142.mp3	Nat Shilkret And The Victor Orchestra	I Can't Give You Anything But Love	VICTOR	21798	49203-3	1929	
http://www.jazz-on-line.com/a/mp3w/1929_147.mp3	Gene Austin Feat. O/nat Shilkret	I Can't Give You Anything But Love	VICTOR	21798	49203-3	1929	
http://www.jazz-on-line.com/a/mp3d/BruB-20293-1.mp3	Teddy Wilson And His Orchestra	I Can't Give You Anything But Love	Brunswick	7781  	B-20293-1  	1936	
http://www.jazz-on-line.com/a/mp3d/Ton1064-A.mp3	Miss Valaida Med Winstrup Olesens Swingband	I Can't Give You Anything But Love 	Tono	21166	1064-A	1940	Valaida Snow t v acc. by W nstrup Olesen t dir. Kai Moeller cl, Leo Mathiesen p, Helge Jacobsen g, Christian Jensen b, Kai Fischer d
http://www.jazz-on-line.com/a/mp3d/PatOLA-1960-1.mp3	Alix Combelle And His Swing Band	I Can't Give You Anything But Love	Path? Marconi	1552591	OLA-1960-1	1937	
http://www.jazz-on-line.com/a/mp3w/1928_010.mp3	Cliff Edwards	I Can't Give You Anything But Love	COLUMBIA	1471		1928	
http://www.jazz-on-line.com/a/mp3e/BruB-12783-A.mp3	Ethel Waters With Duke Ellington And His Famous Orchestra	I Can't Give You Anything But Love	Brunswick	6517	B-12783-A	1932	
http://www.jazz-on-line.com/a/mp3w/1928_030.mp3	Johnny Hamp And His Orchestra	I Can't Give You Anything But Love	VICTOR	21514A	43990-4	1928	
http://www.jazz-on-line.com/a/mp3c/BLU043351.mp3	Fats Waller And His Rhythm	I Can't Give You Anything But Love (vu.carlyle)	BLUEBIRD	10573B	043351	1939	
http://www.jazz-on-line.com/a/mp3c/CBSCO29260.mp3	Benny Goodman Sextet	I Can't Give You Anything But Love Baby	CBS	CO36755	CO29260	1940	
http://www.jazz-on-line.com/a/mp3b/V-D482-A.mp3	Captain Glenn Miller And The Aaftc Orchestra	I Can't Give You Anything But Love, Baby	V-Disc	482-A		1944	
http://www.jazz-on-line.com/a/mp3c/CON26503-A.mp3	Joe Sullivan (piano)	I Can't Give You Anything But Love, Baby (vjt)	CONQUEROR	9503	26503-A	1940	
http://www.jazz-on-line.com/a/mp3b/DEC74591.mp3	Ella Fitzgerald	I Can't Go On	DECCA	24497	74591	1948	
http://www.jazz-on-line.com/a/mp3o/KINK5406.mp3	Bull Moose Jackson	I Can't Go On Without You	KING	4230A	K5406	1947	
http://www.jazz-on-line.com/a/mp3a/COLCO47087.mp3	Guy Mitchell - Mitch Miller	I Can't Help It	COLUMBIA	39595	CO47087		
http://www.jazz-on-line.com/a/mp3a/MGM51S6027.mp3	Hank Williams	I Can't Help It	MGM	10961	51S6027		
http://www.jazz-on-line.com/a/mp3a/COLW141805.mp3	Art Gillam	I Can't Keep You Out Of My Dreams	COLUMBIA	737 D	W141805	1926	
http://www.jazz-on-line.com/a/mp3c/DECL6955.mp3	Ella Fitzgerald With	I Can't Lie To Myself	DECCA	28589	L6955		
http://www.jazz-on-line.com/a/mp3a/COL26811.mp3	Benny Goodman And His Orchestra	I Can't Love You Any More	COLUMBIA	35487	26811	1940	
http://www.jazz-on-line.com/a/mp3w/1940_242.mp3	Mitchell Ayres And His Fashions In Music	I Can't Love You Any More (any More Than I Do)	Bluebird	10653	048197-1	1940	
http://www.jazz-on-line.com/a/mp3w/1940_061.mp3	Benny Goodman And His Orchestra	I Can't Love You Any More (any More Than I Do)	COLUMBIA	35487	26811	1940	
http://www.jazz-on-line.com/a/mp3w/1956_180.mp3	Lavern Baker	I Can't Love You Enough	Atlantic	1104	2020-1	1956	
http://www.jazz-on-line.com/a/mp3c/DEC61405-B.mp3	Woody Herman & His Orch	I Can't Pretend	DECCA	1057	61405-B	1936	
http://www.jazz-on-line.com/a/mp3b/VIC75560.mp3	Eddy Duchin & His Orch	I Can't Remember	VICTOR	24280	75560	1933	
http://www.jazz-on-line.com/a/mp3w/1933_162.mp3	Eddy Duchin And His Orchestra Feat. V/lew Sherwood	I Can't Remember	VICTOR	24280	75560	1933	
http://www.jazz-on-line.com/a/mp3a/BLU058212.mp3	Charlie Barnet And His Orch	I Can't Remember To Forget	BLUEBIRD	10975	058212	1940	
http://www.jazz-on-line.com/a/mp3w/1940_211.mp3	Benny Goodman And His Orchestra Feat. V/helen Forrest	I Can't Resist You	COLUMBIA	35574	26980-A	1940	
http://www.jazz-on-line.com/a/mp3w/1944_237.mp3	King Cole Trio	I Can't See For Lookin'	Capitol	154	142	1944	
http://www.jazz-on-line.com/a/mp3d/Dec72179.mp3	Lucky Millinder And His Orchestra	I Can't See For Lookin'	Decca	18609	72179	1944	
http://www.jazz-on-line.com/a/mp3a/MAD5051-b.mp3	Radio Syncopators	I Can't Sleep In The Movies	Madison	5051-b			
http://www.jazz-on-line.com/a/mp3a/MGM51S3134.mp3	Bob Wills And His Texas Playboys	I Can't Stand This Loneliness	MGM	11163	51S3134	1951	
http://www.jazz-on-line.com/a/mp3c/Vic57529-1.mp3	King Oliver And His Orchestra	I Can't Stop Loving You	Victor	23029	57529-1	1929	
http://www.jazz-on-line.com/a/mp3b/Dec64461-A.mp3	Chick Webb And His Orchestra With Ella Fitzgerald	I Can't Stop Loving You	Decca	2310	64461-A  	1938	
http://www.jazz-on-line.com/a/mp3c/KINK5719-ANM-.mp3	Wynonie Harris & His Allstars	I Can't Take It No More	KING	4342A	K5719-ANM-	1949	
http://www.jazz-on-line.com/a/mp3a/VIC20-1611-B.mp3	Dinah Shore	I Can't Tell Why I Love You	Victor	20-1611-B			
http://www.jazz-on-line.com/a/mp3c/CBS20293-1.mp3	Teddy Wilson & His Orch	I Cant Give You Anything But Love (vbh)	CBS	BR7781	20293-1	1936	
http://www.jazz-on-line.com/a/mp3l/VIC32770-7.mp3	Coon-sanders Nighthawk Orch	I Cant Realize	VICTOR	19852	32770-7	1925	
http://www.jazz-on-line.com/a/mp3c/DEC66335.mp3	Buddy Jones	I Cant Use You Anymore	DECCA	5816	66335	1939	
http://www.jazz-on-line.com/a/mp3c/COLCO40814.mp3	Artie Shaw And His Orchestra	I Concentrate On You	COLUMBIA	38775	CO40814	1949	
http://www.jazz-on-line.com/a/mp3w/1940_278.mp3	Tommy Dorsey And His Orchestra Feat. Anna Boyer	I Concentrate On You	VICTOR	26470	044527	1940	
http://www.jazz-on-line.com/a/mp3a/COLCO38401.mp3	Doris Day And Buddy Clark	I Confess	COLUMBIA	38174	CO38401	1947	
http://www.jazz-on-line.com/a/mp3b/COLCO48723.mp3	Sarah Vaughan	I Confess	COLUMBIA	39932	CO48723		
http://www.jazz-on-line.com/a/mp3w/1953_135.mp3	Perry Como Feat. Hugo Winterhalter's Orchestra	I Confess	RCA Victor	47-5152		1953	
http://www.jazz-on-line.com/a/mp3a/BRU31202.mp3	Herb Gordon Ten Eyck Hotel Or.	I Could Do It For You	BRUNSWICK	4584	31202	1929	
http://www.jazz-on-line.com/a/mp3b/COLCO38591.mp3	Duke Ellington's Orch	I Could Get A Man	COLUMBIA	38519	CO38591	1947	
http://www.jazz-on-line.com/a/mp3w/1956_276.mp3	Rosemary Clooney	I Could Have Danced All Night	Columbia	40676	RHCO33736	1956	
http://www.jazz-on-line.com/a/mp3w/1956_166.mp3	Sylvia Syms	I Could Have Danced All Night	Decca	29903	89577	1956	
http://www.jazz-on-line.com/a/mp3w/1956_483.mp3	Dinah Shore	I Could Have Danced All Night	RCA	6469		1956	
http://www.jazz-on-line.com/a/mp3w/1954_179.mp3	Frank Sinatra	I Could Have Told You	Capitol	2787		1954	
http://www.jazz-on-line.com/a/mp3b/KIN2951IC.mp3	Zeb Turner	I Could Lose These Blues	KING	2951			
http://www.jazz-on-line.com/a/mp3w/1940_131.mp3	Tommy Dorsey Orch V Frank Sinatra	I Could Make You Care	VICTOR	26717	051876-1	1940	
http://www.jazz-on-line.com/a/mp3a/VIC051876-1.mp3	Tommy Dorsey And His Orch	I Could Make You Care (vf.sinatra)	VICTOR	26717	051876-1	1940	
http://www.jazz-on-line.com/a/mp3e/CroBL-20.mp3	John Kirby And His Orchestra	I Could Make You Love Me	Crown	118	BL-20	1946	
http://www.jazz-on-line.com/a/mp3c/RCAD5VB1068.mp3	Artie Shaw And His Orchestra	I Could Write A Book	RCA	20-1933	D5VB1068	1945	
http://www.jazz-on-line.com/a/mp3e/V-D397A1.mp3	Wings Over Jordan	I Couldn't Hear Nobody Pray	V-DISC	397A1			
http://www.jazz-on-line.com/a/mp3b/GenX-72-A.mp3	Alta Browne And Bertha Powell	I Couldn't Hear Nobody Pray	Gennett	3308	X-72-A	1926	
http://www.jazz-on-line.com/a/mp3a/COLCO33368.mp3	Frank Sinatra	I Couldn't Sleep A Wink Last Night	COLUMBIA	36687	CO33368	1943	
http://www.jazz-on-line.com/a/mp3e/V-D116B1.mp3	Frank Sinatra	I Couldn't Sleep A Wink Last Night	V-DISC	116B1			
http://www.jazz-on-line.com/a/mp3r/RiCOL36687.mp3	Frank Sinatra	I Couldn't Sleep A Wink Last Night	COLUMBIA	36687			
http://www.jazz-on-line.com/a/mp3w/1944_033.mp3	Frank Sinatra	I Couldn't Sleep A Wink Last Night	COLUMBIA	36687	CO33368	1944	
http://www.jazz-on-line.com/a/mp3c/DEC74686.mp3	Ella Fitzgerald	I Couldn't Stay Away From You	DECCA	24562	74686	1949	
http://www.jazz-on-line.com/a/mp3c/BRUC591.mp3	Hal Kemp & His Orch	I Couldn't Tell Them What I Thought	BRUNSWICK	6605	C591	1933	
http://www.jazz-on-line.com/a/mp3r/RiBRU6605.mp3	Hal Kemp & His Orchestra	I Couldn't Tell Them What I Thought	BRUNSWICK	6605		1933	
http://www.jazz-on-line.com/a/mp3b/Joh047.mp3	Roy Fox And His Band	I Cover The Watefront (peggy Dell Piano & Vocal)	Decca	F-3617	GB-6042-1	1933	
http://www.jazz-on-line.com/a/mp3b/Joh181.mp3	Ivy Benson And Her All Girls’ Band	I Cover The Water Front	JohnW	181		1947	
http://www.jazz-on-line.com/a/mp3a/COLCO31003.mp3	Billie Holiday	I Cover The Waterfront	COLUMBIA	37493	CO31003	1941	
http://www.jazz-on-line.com/a/mp3c/DEC18864B.mp3	Ink Spots	I Cover The Waterfront	DECCA	18864B		1946	
http://www.jazz-on-line.com/a/mp3c/DEC68797.mp3	Louis Armstrong & His Orch.	I Cover The Waterfront	DECCA	3700B	68797	1941	
http://www.jazz-on-line.com/a/mp3c/COLCO45101.mp3	Erroll Garner Trio	I Cover The Waterfront	COLUMBIA	39273	CO45101	1951	
http://www.jazz-on-line.com/a/mp3c/COM4729.mp3	Eddie Heywood	I Cover The Waterfront	COMMODORE	1514	4729	1944	
http://www.jazz-on-line.com/a/mp3c/MGM48S645.mp3	Sarah Vaughan	I Cover The Waterfront	MGM	30732	48S645		
http://www.jazz-on-line.com/a/mp3e/V-D330B.mp3	Artie Shaw And His Orchestra	I Cover The Waterfront	V-DISC	330B	055257-1	1941	
http://www.jazz-on-line.com/a/mp3w/1933_032.mp3	Eddy Duchin And His Orchestra	I Cover The Waterfront	VICTOR	24325	76165-1	1933	
http://www.jazz-on-line.com/a/mp3t/TS480647.mp3	Art Tatum	I Cover The Waterfront	Clef	EP-C-351	1447-1	1953	(p-solo)
http://www.jazz-on-line.com/a/mp3a/VIC27362-A.mp3	Artie Shaw And His Orchestra	I Cover The Waterfront (el Puerto Es Mi Dominio)	VICTOR	27362-A	055257-1	1941	
http://www.jazz-on-line.com/a/mp3w/1954_080.mp3	Patti Page	I Cried	MERCURY	70416		1954	
http://www.jazz-on-line.com/a/mp3a/COLCO41762.mp3	Sarah Vaughan	I Cried For You	COLUMBIA	38630	CO41762	1949	
http://www.jazz-on-line.com/a/mp3a/DECDLA472.mp3	Frank Luther	I Cried For You	DECCA	1000	DLA472	1936	
http://www.jazz-on-line.com/a/mp3a/DEC62885.mp3	Casa Loma Orchestra	I Cried For You	DECCA	1864B	62885	1937	
http://www.jazz-on-line.com/a/mp3a/VIC030301.mp3	Bunny Berigan And His Orch	I Cried For You	VICTOR	26116A	030301	1938	
http://www.jazz-on-line.com/a/mp3c/VOC23986.mp3	Mildred Bailey & Her Orchestra	I Cried For You	VOCALION	4619	23986	1939	
http://www.jazz-on-line.com/a/mp3e/DECDLA1634.mp3	Bing Crosby & J S Trotter Orch	I Cried For You	DECCA	2273A	DLA1634	1938	
http://www.jazz-on-line.com/a/mp3o/DECDLA546.mp3	Gene Austin Acc Victor Young	I Cried For You	DECCA	926B	DLA546	1936	
http://www.jazz-on-line.com/a/mp3r/RiVic26116.mp3	Bunny Berigan & His Orchestra	I Cried For You	Victor	26116		1938	
http://www.jazz-on-line.com/a/mp3e/V-D380A2.mp3	Harry James And His Orchestra (helen Forrest Voc)	I Cried For You	V-DISC	380A2			
http://www.jazz-on-line.com/a/mp3w/1938_252.mp3	Bunny Berigan And His Orchestra Feat. Kathleen Lane And Ruth Gaylor	I Cried For You	VICTOR	26116A	030301	1938	
http://www.jazz-on-line.com/a/mp3w/1939_077.mp3	Glen Gray And Casa Loma Orchestra	I Cried For You	DECCA	1864B	62885	1939	
http://www.jazz-on-line.com/a/mp3b/BRU19498-2.mp3	Teddy Wilson And His Orchestra	I Cried For You (v B H)	BRUNSWICK	7729	19498-2	1936	
http://www.jazz-on-line.com/a/mp3c/DEC80361.mp3	Louis Armstrong & His Orch	I Cried For You Pt.1	DECCA	28099	80361	1947	
http://www.jazz-on-line.com/a/mp3c/DEC80362.mp3	Louis Armstrong & His Orch	I Cried For You Pt.2	DECCA	28100	80362	1947	
http://www.jazz-on-line.com/a/mp3e/DECL5696.mp3	Bing Crosby / A.stordahl Orch	I Cross My Fingers	DECCA	27111	L5696		
http://www.jazz-on-line.com/a/mp3w/1950_271.mp3	Perry Como Feat. The Fontane Sisters	I Cross My Fingers	RCA Victor	3846		1950	
http://www.jazz-on-line.com/a/mp3w/1950_207.mp3	Percy Faith And His Orchestra Feat. Russ Emery	I Cross My Fingers	COLUMBIA	38786	CO42984	1950	
http://www.jazz-on-line.com/a/mp3b/VIC021176.mp3	Bunny Berigan & His Orch	I Dance Alone	VICTOR	25820A	021176	1938	
http://www.jazz-on-line.com/a/mp3c/COLCO33955-2.mp3	Count Basie & His Orch	I Didn't Know About You	COLUMBIA	36766	CO33955-2	1944	
http://www.jazz-on-line.com/a/mp3e/V-D393B1.mp3	Jo Stafford	I Didn't Know About You	V-DISC	393B1			
http://www.jazz-on-line.com/a/mp3w/1945_258.mp3	Count Basie And His Orchestra	I Didn't Know About You	Columbia	36766	CO33955-2	1945	
http://www.jazz-on-line.com/a/mp3o/DECL4930.mp3	Andrews Sisters - Vic Schoen	I Didn't Know The Gun Was Loaded	DECCA	24613	L4930	1949	
http://www.jazz-on-line.com/a/mp3a/COLCO25352.mp3	Benny Goodman And His Orchestra	I Didn't Know What Time It Was	COLUMBIA	35230	CO25352	1939	
http://www.jazz-on-line.com/a/mp3c/MER11038s.mp3	Charlie Parker String Ensemble	I Didn't Know What Time It Was	MERCURY	11038		1949	
http://www.jazz-on-line.com/a/mp3w/1939_212.mp3	Jimmy Dorsey And His Orchestra Feat. V/bob Eberle	I Didn't Know What Time It Was	DECCA	2813A	66786-A	1939	
http://www.jazz-on-line.com/a/mp3t/TS480443.mp3	Benny Golson	I Didn't Know What Time It Was	New Jazz	NJLP8220	1834	1959	Curtis Fuller (tb) Benny Golson (ts) Ray Bryant (p) Paul Chambers (b) Art Blakey (d)
http://www.jazz-on-line.com/a/mp3t/TS480704.mp3	Art Tatum	I Didn't Know What Time It Was	Pablo	2310-835	1601-1	1954	(p-solo)
http://www.jazz-on-line.com/a/mp3w/1939_076.mp3	Benny Goodman And His Orchestra Feat. Louise Tobin	I Didn't Know What Time It Was	COLUMBIA	35230	CO25352	1939	
http://www.jazz-on-line.com/a/mp3h/DH480854.mp3	Andre Previn	I Didn't Know What Time It Was	RCA VICTOR	20-3043		1947	Andre Previn, p; Al Viola, g; Lloyd Pratt, b; Jackie Mills, drums
http://www.jazz-on-line.com/a/mp3o/BLUB-10502-B.mp3	Artie Shaw And His Orchestra	I Didn't Know What Time It Was (from The Musical Prod. ''too Many Girls'')	BLUEBIRD	B-10502-B	043368-1	1939	Vocal refrain by Helen Forrest  (From the musical prod. ''Too Many Girls'')
http://www.jazz-on-line.com/a/mp3b/Blu043368-1.mp3	Artie Shaw And His Orchestra	I Didn't Know What Time It Was - V H F	Bluebird	B-10502	043368-1	1939	
http://www.jazz-on-line.com/a/mp3b/DEC73389.mp3	Ella Fitzgerald W Billy Kyle	I Didn't Mean A Word I Said	DECCA	18814A	73389	1946	
http://www.jazz-on-line.com/a/mp3a/COL39736.mp3	Peerless Quartet	I Didn't Raise My Boy To Be A Soldier	COLUMBIA	A-1697	39736	1914	
http://www.jazz-on-line.com/a/mp3a/VIC15553-6.mp3	Morton Harvey	I Didn't Raise My Boy To Be A Soldier	VICTOR	17716	15553-6	1915	
http://www.jazz-on-line.com/a/mp3w/1915_008.mp3	Morton Harvey	I Didn't Raise My Boy To Be A Soldier	VICTOR	17716	15553-6	1915	
http://www.jazz-on-line.com/a/mp3w/1915_006.mp3	Peerless Quartet	I Didn't Raise My Boy To Be A Soldier	COLUMBIA	A-1697	39736	1915	
